id,kode_provinsi,nama_provinsi,nama_pos_hujan,nama_stasiun_hujan,bulan,jumlah_curah_hujan,satuan,tahun
249,32,JAWA BARAT,CIWULAN-CILAKI,BOJONGGAMBIR,SEPTEMBER,591.0,MILIMETER,2016
250,32,JAWA BARAT,CIWULAN-CILAKI,BOJONGGAMBIR,OKTOBER,527.0,MILIMETER,2016
251,32,JAWA BARAT,CIWULAN-CILAKI,BOJONGGAMBIR,NOVEMBER,636.0,MILIMETER,2016
252,32,JAWA BARAT,CIWULAN-CILAKI,BOJONGGAMBIR,DESEMBER,1065.0,MILIMETER,2016
253,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,JANUARI,263.0,MILIMETER,2016
254,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,FEBRUARI,414.0,MILIMETER,2016
255,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,MARET,436.0,MILIMETER,2016
256,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,APRIL,440.0,MILIMETER,2016
257,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,MEI,425.0,MILIMETER,2016
258,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,JUNI,352.0,MILIMETER,2016
259,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,JULI,141.0,MILIMETER,2016
260,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,AGUSTUS,270.0,MILIMETER,2016
261,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,SEPTEMBER,388.0,MILIMETER,2016
262,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,OKTOBER,432.0,MILIMETER,2016
263,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,NOVEMBER,645.0,MILIMETER,2016
264,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,DESEMBER,171.0,MILIMETER,2016
265,32,JAWA BARAT,CIWULAN-CILAKI,CACABAN,JANUARI,489.0,MILIMETER,2016
266,32,JAWA BARAT,CIWULAN-CILAKI,CACABAN,FEBRUARI,398.0,MILIMETER,2016
267,32,JAWA BARAT,CIWULAN-CILAKI,CACABAN,MARET,502.0,MILIMETER,2016
268,32,JAWA BARAT,CIWULAN-CILAKI,CACABAN,APRIL,224.0,MILIMETER,2016
269,32,JAWA BARAT,CIWULAN-CILAKI,CACABAN,MEI,255.0,MILIMETER,2016
270,32,JAWA BARAT,CIWULAN-CILAKI,CACABAN,JUNI,174.0,MILIMETER,2016
271,32,JAWA BARAT,CIWULAN-CILAKI,CACABAN,JULI,351.0,MILIMETER,2016
272,32,JAWA BARAT,CIWULAN-CILAKI,CACABAN,AGUSTUS,469.0,MILIMETER,2016
273,32,JAWA BARAT,CIWULAN-CILAKI,CACABAN,SEPTEMBER,591.0,MILIMETER,2016
274,32,JAWA BARAT,CIWULAN-CILAKI,CACABAN,OKTOBER,527.0,MILIMETER,2016
275,32,JAWA BARAT,CIWULAN-CILAKI,CACABAN,NOVEMBER,636.0,MILIMETER,2016
276,32,JAWA BARAT,CIWULAN-CILAKI,CACABAN,DESEMBER,314.3,MILIMETER,2016
277,32,JAWA BARAT,CIWULAN-CILAKI,CIKALONG,JANUARI,77.0,MILIMETER,2016
278,32,JAWA BARAT,CIWULAN-CILAKI,CIKALONG,FEBRUARI,87.0,MILIMETER,2016
279,32,JAWA BARAT,CIWULAN-CILAKI,CIKALONG,MARET,114.0,MILIMETER,2016
280,32,JAWA BARAT,CIWULAN-CILAKI,CIKALONG,APRIL,104.0,MILIMETER,2016
281,32,JAWA BARAT,CIWULAN-CILAKI,CIKALONG,MEI,113.0,MILIMETER,2016
282,32,JAWA BARAT,CIWULAN-CILAKI,CIKALONG,JUNI,100.0,MILIMETER,2016
283,32,JAWA BARAT,CIWULAN-CILAKI,CIKALONG,JULI,96.0,MILIMETER,2016
284,32,JAWA BARAT,CIWULAN-CILAKI,CIKALONG,AGUSTUS,149.0,MILIMETER,2016
285,32,JAWA BARAT,CIWULAN-CILAKI,CIKALONG,SEPTEMBER,334.0,MILIMETER,2016
286,32,JAWA BARAT,CIWULAN-CILAKI,CIKALONG,OKTOBER,278.0,MILIMETER,2016
287,32,JAWA BARAT,CIWULAN-CILAKI,CIKALONG,NOVEMBER,509.0,MILIMETER,2016
288,32,JAWA BARAT,CIWULAN-CILAKI,CIKALONG,DESEMBER,285.0,MILIMETER,2016
289,32,JAWA BARAT,CIWULAN-CILAKI,CIKEMBULAN,JANUARI,232.0,MILIMETER,2016
290,32,JAWA BARAT,CIWULAN-CILAKI,CIKEMBULAN,FEBRUARI,411.0,MILIMETER,2016
291,32,JAWA BARAT,CIWULAN-CILAKI,CIKEMBULAN,MARET,338.0,MILIMETER,2016
292,32,JAWA BARAT,CIWULAN-CILAKI,CIKEMBULAN,APRIL,338.0,MILIMETER,2016
293,32,JAWA BARAT,CIWULAN-CILAKI,CIKEMBULAN,MEI,319.0,MILIMETER,2016
294,32,JAWA BARAT,CIWULAN-CILAKI,CIKEMBULAN,JUNI,232.0,MILIMETER,2016
295,32,JAWA BARAT,CIWULAN-CILAKI,CIKEMBULAN,JULI,425.0,MILIMETER,2016
296,32,JAWA BARAT,CIWULAN-CILAKI,CIKEMBULAN,AGUSTUS,263.0,MILIMETER,2016
297,32,JAWA BARAT,CIWULAN-CILAKI,CIKEMBULAN,SEPTEMBER,449.0,MILIMETER,2016
298,32,JAWA BARAT,CIWULAN-CILAKI,CIKEMBULAN,OKTOBER,835.0,MILIMETER,2016
299,32,JAWA BARAT,CIWULAN-CILAKI,CIKEMBULAN,NOVEMBER,421.0,MILIMETER,2016
300,32,JAWA BARAT,CIWULAN-CILAKI,CIKEMBULAN,DESEMBER,213.2,MILIMETER,2016
301,32,JAWA BARAT,CIWULAN-CILAKI,CIKUTEN,JANUARI,553.0,MILIMETER,2016
302,32,JAWA BARAT,CIWULAN-CILAKI,CIKUTEN,FEBRUARI,620.0,MILIMETER,2016
303,32,JAWA BARAT,CIWULAN-CILAKI,CIKUTEN,MARET,716.0,MILIMETER,2016
304,32,JAWA BARAT,CIWULAN-CILAKI,CIKUTEN,APRIL,415.0,MILIMETER,2016
305,32,JAWA BARAT,CIWULAN-CILAKI,CIKUTEN,MEI,363.0,MILIMETER,2016
306,32,JAWA BARAT,CIWULAN-CILAKI,CIKUTEN,JUNI,130.0,MILIMETER,2016
307,32,JAWA BARAT,CIWULAN-CILAKI,CIKUTEN,JULI,284.0,MILIMETER,2016
308,32,JAWA BARAT,CIWULAN-CILAKI,CIKUTEN,AGUSTUS,421.0,MILIMETER,2016
309,32,JAWA BARAT,CIWULAN-CILAKI,CIKUTEN,SEPTEMBER,533.0,MILIMETER,2016
310,32,JAWA BARAT,CIWULAN-CILAKI,CIKUTEN,OKTOBER,622.0,MILIMETER,2016
311,32,JAWA BARAT,CIWULAN-CILAKI,CIKUTEN,NOVEMBER,865.0,MILIMETER,2016
312,32,JAWA BARAT,CIWULAN-CILAKI,CIKUTEN,DESEMBER,658.0,MILIMETER,2016
313,32,JAWA BARAT,CIWULAN-CILAKI,CIMERAK,JANUARI,65.0,MILIMETER,2016
314,32,JAWA BARAT,CIWULAN-CILAKI,CIMERAK,FEBRUARI,159.0,MILIMETER,2016
315,32,JAWA BARAT,CIWULAN-CILAKI,CIMERAK,MARET,171.0,MILIMETER,2016
316,32,JAWA BARAT,CIWULAN-CILAKI,CIMERAK,APRIL,217.0,MILIMETER,2016
317,32,JAWA BARAT,CIWULAN-CILAKI,CIMERAK,MEI,216.0,MILIMETER,2016
318,32,JAWA BARAT,CIWULAN-CILAKI,CIMERAK,JUNI,90.0,MILIMETER,2016
319,32,JAWA BARAT,CIWULAN-CILAKI,CIMERAK,JULI,267.0,MILIMETER,2016
320,32,JAWA BARAT,CIWULAN-CILAKI,CIMERAK,AGUSTUS,182.0,MILIMETER,2016
321,32,JAWA BARAT,CIWULAN-CILAKI,CIMERAK,SEPTEMBER,380.0,MILIMETER,2016
322,32,JAWA BARAT,CIWULAN-CILAKI,CIMERAK,OKTOBER,497.0,MILIMETER,2016
323,32,JAWA BARAT,CIWULAN-CILAKI,CIMERAK,NOVEMBER,248.0,MILIMETER,2016
324,32,JAWA BARAT,CIWULAN-CILAKI,CIMERAK,DESEMBER,106.4,MILIMETER,2016
325,32,JAWA BARAT,CIWULAN-CILAKI,CISOLOK,JANUARI,536.0,MILIMETER,2016
326,32,JAWA BARAT,CIWULAN-CILAKI,CISOLOK,FEBRUARI,834.0,MILIMETER,2016
327,32,JAWA BARAT,CIWULAN-CILAKI,CISOLOK,MARET,821.0,MILIMETER,2016
328,32,JAWA BARAT,CIWULAN-CILAKI,CISOLOK,APRIL,465.0,MILIMETER,2016
329,32,JAWA BARAT,CIWULAN-CILAKI,CISOLOK,MEI,366.0,MILIMETER,2016
330,32,JAWA BARAT,CIWULAN-CILAKI,CISOLOK,JUNI,374.0,MILIMETER,2016
331,32,JAWA BARAT,CIWULAN-CILAKI,CISOLOK,JULI,675.0,MILIMETER,2016
332,32,JAWA BARAT,CIWULAN-CILAKI,CISOLOK,AGUSTUS,519.0,MILIMETER,2016
333,32,JAWA BARAT,CIWULAN-CILAKI,CISOLOK,SEPTEMBER,222.0,MILIMETER,2016
334,32,JAWA BARAT,CIWULAN-CILAKI,CISOLOK,OKTOBER,372.0,MILIMETER,2016
335,32,JAWA BARAT,CIWULAN-CILAKI,CISOLOK,NOVEMBER,589.2,MILIMETER,2016
336,32,JAWA BARAT,CIWULAN-CILAKI,CISOLOK,DESEMBER,461.0,MILIMETER,2016
337,32,JAWA BARAT,CIWULAN-CILAKI,GUNUNG SATRIA,JANUARI,508.0,MILIMETER,2016
338,32,JAWA BARAT,CIWULAN-CILAKI,GUNUNG SATRIA,FEBRUARI,526.0,MILIMETER,2016
339,32,JAWA BARAT,CIWULAN-CILAKI,GUNUNG SATRIA,MARET,483.0,MILIMETER,2016
340,32,JAWA BARAT,CIWULAN-CILAKI,GUNUNG SATRIA,APRIL,386.0,MILIMETER,2016
341,32,JAWA BARAT,CIWULAN-CILAKI,GUNUNG SATRIA,MEI,371.0,MILIMETER,2016
342,32,JAWA BARAT,CIWULAN-CILAKI,GUNUNG SATRIA,JUNI,279.0,MILIMETER,2016
343,32,JAWA BARAT,CIWULAN-CILAKI,GUNUNG SATRIA,JULI,560.0,MILIMETER,2016
344,32,JAWA BARAT,CIWULAN-CILAKI,GUNUNG SATRIA,AGUSTUS,308.0,MILIMETER,2016
345,32,JAWA BARAT,CIWULAN-CILAKI,GUNUNG SATRIA,SEPTEMBER,537.0,MILIMETER,2016
346,32,JAWA BARAT,CIWULAN-CILAKI,GUNUNG SATRIA,OKTOBER,372.0,MILIMETER,2016
347,32,JAWA BARAT,CIWULAN-CILAKI,GUNUNG SATRIA,NOVEMBER,329.0,MILIMETER,2016
348,32,JAWA BARAT,CIWULAN-CILAKI,GUNUNG SATRIA,DESEMBER,505.5,MILIMETER,2016
349,32,JAWA BARAT,CIWULAN-CILAKI,KARANGNUNGGAL,JANUARI,247.0,MILIMETER,2016
350,32,JAWA BARAT,CIWULAN-CILAKI,KARANGNUNGGAL,FEBRUARI,544.0,MILIMETER,2016
351,32,JAWA BARAT,CIWULAN-CILAKI,KARANGNUNGGAL,MARET,557.0,MILIMETER,2016
352,32,JAWA BARAT,CIWULAN-CILAKI,KARANGNUNGGAL,APRIL,206.0,MILIMETER,2016
353,32,JAWA BARAT,CIWULAN-CILAKI,KARANGNUNGGAL,MEI,252.0,MILIMETER,2016
354,32,JAWA BARAT,CIWULAN-CILAKI,KARANGNUNGGAL,JUNI,148.0,MILIMETER,2016
355,32,JAWA BARAT,CIWULAN-CILAKI,KARANGNUNGGAL,JULI,208.0,MILIMETER,2016
356,32,JAWA BARAT,CIWULAN-CILAKI,KARANGNUNGGAL,AGUSTUS,245.0,MILIMETER,2016
357,32,JAWA BARAT,CIWULAN-CILAKI,KARANGNUNGGAL,SEPTEMBER,422.0,MILIMETER,2016
358,32,JAWA BARAT,CIWULAN-CILAKI,KARANGNUNGGAL,OKTOBER,278.0,MILIMETER,2016
359,32,JAWA BARAT,CIWULAN-CILAKI,KARANGNUNGGAL,NOVEMBER,558.0,MILIMETER,2016
360,32,JAWA BARAT,CIWULAN-CILAKI,KARANGNUNGGAL,DESEMBER,393.0,MILIMETER,2016
361,32,JAWA BARAT,CIWULAN-CILAKI,KARET PADAWARAS,JANUARI,224.0,MILIMETER,2016
362,32,JAWA BARAT,CIWULAN-CILAKI,KARET PADAWARAS,FEBRUARI,362.0,MILIMETER,2016
363,32,JAWA BARAT,CIWULAN-CILAKI,KARET PADAWARAS,MARET,344.0,MILIMETER,2016
364,32,JAWA BARAT,CIWULAN-CILAKI,KARET PADAWARAS,APRIL,201.0,MILIMETER,2016
365,32,JAWA BARAT,CIWULAN-CILAKI,KARET PADAWARAS,MEI,411.0,MILIMETER,2016
366,32,JAWA BARAT,CIWULAN-CILAKI,KARET PADAWARAS,JUNI,78.0,MILIMETER,2016
367,32,JAWA BARAT,CIWULAN-CILAKI,KARET PADAWARAS,JULI,485.0,MILIMETER,2016
368,32,JAWA BARAT,CIWULAN-CILAKI,KARET PADAWARAS,AGUSTUS,297.0,MILIMETER,2016
369,32,JAWA BARAT,CIWULAN-CILAKI,KARET PADAWARAS,SEPTEMBER,535.0,MILIMETER,2016
370,32,JAWA BARAT,CIWULAN-CILAKI,KARET PADAWARAS,OKTOBER,632.0,MILIMETER,2016
371,32,JAWA BARAT,CIWULAN-CILAKI,KARET PADAWARAS,NOVEMBER,509.0,MILIMETER,2016
372,32,JAWA BARAT,CIWULAN-CILAKI,KARET PADAWARAS,DESEMBER,285.0,MILIMETER,2016
373,32,JAWA BARAT,CIWULAN-CILAKI,KAWALU,JANUARI,247.0,MILIMETER,2016
374,32,JAWA BARAT,CIWULAN-CILAKI,KAWALU,FEBRUARI,544.0,MILIMETER,2016
375,32,JAWA BARAT,CIWULAN-CILAKI,KAWALU,MARET,557.0,MILIMETER,2016
376,32,JAWA BARAT,CIWULAN-CILAKI,KAWALU,APRIL,206.0,MILIMETER,2016
377,32,JAWA BARAT,CIWULAN-CILAKI,KAWALU,MEI,252.0,MILIMETER,2016
378,32,JAWA BARAT,CIWULAN-CILAKI,KAWALU,JUNI,148.0,MILIMETER,2016
379,32,JAWA BARAT,CIWULAN-CILAKI,KAWALU,JULI,208.0,MILIMETER,2016
380,32,JAWA BARAT,CIWULAN-CILAKI,KAWALU,AGUSTUS,245.0,MILIMETER,2016
381,32,JAWA BARAT,CIWULAN-CILAKI,KAWALU,SEPTEMBER,422.0,MILIMETER,2016
382,32,JAWA BARAT,CIWULAN-CILAKI,KAWALU,OKTOBER,278.0,MILIMETER,2016
383,32,JAWA BARAT,CIWULAN-CILAKI,KAWALU,NOVEMBER,558.0,MILIMETER,2016
384,32,JAWA BARAT,CIWULAN-CILAKI,KAWALU,DESEMBER,540.0,MILIMETER,2016
385,32,JAWA BARAT,CIWULAN-CILAKI,MIRAMARE,JANUARI,318.0,MILIMETER,2016
386,32,JAWA BARAT,CIWULAN-CILAKI,MIRAMARE,FEBRUARI,1077.0,MILIMETER,2016
387,32,JAWA BARAT,CIWULAN-CILAKI,MIRAMARE,MARET,555.0,MILIMETER,2016
388,32,JAWA BARAT,CIWULAN-CILAKI,MIRAMARE,APRIL,555.0,MILIMETER,2016
389,32,JAWA BARAT,CIWULAN-CILAKI,MIRAMARE,MEI,1239.0,MILIMETER,2016
390,32,JAWA BARAT,CIWULAN-CILAKI,MIRAMARE,JUNI,537.0,MILIMETER,2016
391,32,JAWA BARAT,CIWULAN-CILAKI,MIRAMARE,JULI,910.0,MILIMETER,2016
392,32,JAWA BARAT,CIWULAN-CILAKI,MIRAMARE,AGUSTUS,666.0,MILIMETER,2016
393,32,JAWA BARAT,CIWULAN-CILAKI,MIRAMARE,SEPTEMBER,834.0,MILIMETER,2016
394,32,JAWA BARAT,CIWULAN-CILAKI,MIRAMARE,OKTOBER,935.0,MILIMETER,2016
395,32,JAWA BARAT,CIWULAN-CILAKI,MIRAMARE,NOVEMBER,659.0,MILIMETER,2016
396,32,JAWA BARAT,CIWULAN-CILAKI,MIRAMARE,DESEMBER,183.0,MILIMETER,2016
397,32,JAWA BARAT,CIWULAN-CILAKI,PADAWARAS,JANUARI,292.0,MILIMETER,2016
398,32,JAWA BARAT,CIWULAN-CILAKI,PADAWARAS,FEBRUARI,330.0,MILIMETER,2016
399,32,JAWA BARAT,CIWULAN-CILAKI,PADAWARAS,MARET,388.0,MILIMETER,2016
400,32,JAWA BARAT,CIWULAN-CILAKI,PADAWARAS,APRIL,356.0,MILIMETER,2016
401,32,JAWA BARAT,CIWULAN-CILAKI,PADAWARAS,MEI,266.0,MILIMETER,2016
402,32,JAWA BARAT,CIWULAN-CILAKI,PADAWARAS,JUNI,74.0,MILIMETER,2016
403,32,JAWA BARAT,CIWULAN-CILAKI,PADAWARAS,JULI,414.0,MILIMETER,2016
404,32,JAWA BARAT,CIWULAN-CILAKI,PADAWARAS,AGUSTUS,160.0,MILIMETER,2016
405,32,JAWA BARAT,CIWULAN-CILAKI,PADAWARAS,SEPTEMBER,545.0,MILIMETER,2016
406,32,JAWA BARAT,CIWULAN-CILAKI,PADAWARAS,OKTOBER,613.0,MILIMETER,2016
407,32,JAWA BARAT,CIWULAN-CILAKI,PADAWARAS,NOVEMBER,265.0,MILIMETER,2016
408,32,JAWA BARAT,CIWULAN-CILAKI,PADAWARAS,DESEMBER,115.4,MILIMETER,2016
409,32,JAWA BARAT,CIWULAN-CILAKI,PAKENJENG,JANUARI,335.0,MILIMETER,2016
410,32,JAWA BARAT,CIWULAN-CILAKI,PAKENJENG,FEBRUARI,424.0,MILIMETER,2016
411,32,JAWA BARAT,CIWULAN-CILAKI,PAKENJENG,MARET,527.0,MILIMETER,2016
412,32,JAWA BARAT,CIWULAN-CILAKI,PAKENJENG,APRIL,351.0,MILIMETER,2016
413,32,JAWA BARAT,CIWULAN-CILAKI,PAKENJENG,MEI,350.0,MILIMETER,2016
414,32,JAWA BARAT,CIWULAN-CILAKI,PAKENJENG,JUNI,336.0,MILIMETER,2016
415,32,JAWA BARAT,CIWULAN-CILAKI,PAKENJENG,JULI,184.0,MILIMETER,2016
416,32,JAWA BARAT,CIWULAN-CILAKI,PAKENJENG,AGUSTUS,173.0,MILIMETER,2016
417,32,JAWA BARAT,CIWULAN-CILAKI,PAKENJENG,SEPTEMBER,609.0,MILIMETER,2016
418,32,JAWA BARAT,CIWULAN-CILAKI,PAKENJENG,OKTOBER,547.0,MILIMETER,2016
419,32,JAWA BARAT,CIWULAN-CILAKI,PAKENJENG,NOVEMBER,503.0,MILIMETER,2016
420,32,JAWA BARAT,CIWULAN-CILAKI,PAKENJENG,DESEMBER,629.0,MILIMETER,2016
421,32,JAWA BARAT,CIWULAN-CILAKI,PAMEUNGPEK,JANUARI,414.0,MILIMETER,2016
422,32,JAWA BARAT,CIWULAN-CILAKI,PAMEUNGPEK,FEBRUARI,429.0,MILIMETER,2016
423,32,JAWA BARAT,CIWULAN-CILAKI,PAMEUNGPEK,MARET,365.0,MILIMETER,2016
424,32,JAWA BARAT,CIWULAN-CILAKI,PAMEUNGPEK,APRIL,311.0,MILIMETER,2016
425,32,JAWA BARAT,CIWULAN-CILAKI,PAMEUNGPEK,MEI,286.0,MILIMETER,2016
426,32,JAWA BARAT,CIWULAN-CILAKI,PAMEUNGPEK,JUNI,174.0,MILIMETER,2016
427,32,JAWA BARAT,CIWULAN-CILAKI,PAMEUNGPEK,JULI,371.0,MILIMETER,2016
428,32,JAWA BARAT,CIWULAN-CILAKI,PAMEUNGPEK,AGUSTUS,70.0,MILIMETER,2016
429,32,JAWA BARAT,CIWULAN-CILAKI,PAMEUNGPEK,SEPTEMBER,380.0,MILIMETER,2016
430,32,JAWA BARAT,CIWULAN-CILAKI,PAMEUNGPEK,OKTOBER,480.0,MILIMETER,2016
431,32,JAWA BARAT,CIWULAN-CILAKI,PAMEUNGPEK,NOVEMBER,783.0,MILIMETER,2016
432,32,JAWA BARAT,CIWULAN-CILAKI,PAMEUNGPEK,DESEMBER,379.0,MILIMETER,2016
433,32,JAWA BARAT,CIWULAN-CILAKI,PARIGI,JANUARI,109.0,MILIMETER,2016
434,32,JAWA BARAT,CIWULAN-CILAKI,PARIGI,FEBRUARI,514.0,MILIMETER,2016
435,32,JAWA BARAT,CIWULAN-CILAKI,PARIGI,MARET,838.0,MILIMETER,2016
436,32,JAWA BARAT,CIWULAN-CILAKI,PARIGI,APRIL,806.0,MILIMETER,2016
437,32,JAWA BARAT,CIWULAN-CILAKI,PARIGI,MEI,1050.0,MILIMETER,2016
438,32,JAWA BARAT,CIWULAN-CILAKI,PARIGI,JUNI,413.0,MILIMETER,2016
439,32,JAWA BARAT,CIWULAN-CILAKI,PARIGI,JULI,1542.0,MILIMETER,2016
440,32,JAWA BARAT,CIWULAN-CILAKI,PARIGI,AGUSTUS,791.0,MILIMETER,2016
441,32,JAWA BARAT,CIWULAN-CILAKI,PARIGI,SEPTEMBER,870.0,MILIMETER,2016
442,32,JAWA BARAT,CIWULAN-CILAKI,PARIGI,OKTOBER,1732.0,MILIMETER,2016
443,32,JAWA BARAT,CIWULAN-CILAKI,PARIGI,NOVEMBER,936.0,MILIMETER,2016
444,32,JAWA BARAT,CIWULAN-CILAKI,PARIGI,DESEMBER,213.2,MILIMETER,2016
445,32,JAWA BARAT,CIWULAN-CILAKI,SINGAJAYA,JANUARI,354.0,MILIMETER,2016
446,32,JAWA BARAT,CIWULAN-CILAKI,SINGAJAYA,FEBRUARI,426.0,MILIMETER,2016
447,32,JAWA BARAT,CIWULAN-CILAKI,SINGAJAYA,MARET,574.0,MILIMETER,2016
448,32,JAWA BARAT,CIWULAN-CILAKI,SINGAJAYA,APRIL,374.0,MILIMETER,2016
449,32,JAWA BARAT,CIWULAN-CILAKI,SINGAJAYA,MEI,262.0,MILIMETER,2016
450,32,JAWA BARAT,CIWULAN-CILAKI,SINGAJAYA,JUNI,378.0,MILIMETER,2016
451,32,JAWA BARAT,CIWULAN-CILAKI,SINGAJAYA,JULI,309.0,MILIMETER,2016
452,32,JAWA BARAT,CIWULAN-CILAKI,SINGAJAYA,AGUSTUS,698.0,MILIMETER,2016
453,32,JAWA BARAT,CIWULAN-CILAKI,SINGAJAYA,SEPTEMBER,1329.0,MILIMETER,2016
454,32,JAWA BARAT,CIWULAN-CILAKI,SINGAJAYA,OKTOBER,1283.0,MILIMETER,2016
455,32,JAWA BARAT,CIWULAN-CILAKI,SINGAJAYA,NOVEMBER,1471.0,MILIMETER,2016
456,32,JAWA BARAT,CIWULAN-CILAKI,SINGAJAYA,DESEMBER,600.5,MILIMETER,2016
457,32,JAWA BARAT,CIWULAN-CILAKI,SINGAPARNA,JANUARI,451.0,MILIMETER,2016
458,32,JAWA BARAT,CIWULAN-CILAKI,SINGAPARNA,FEBRUARI,475.0,MILIMETER,2016
459,32,JAWA BARAT,CIWULAN-CILAKI,SINGAPARNA,MARET,449.0,MILIMETER,2016
460,32,JAWA BARAT,CIWULAN-CILAKI,SINGAPARNA,APRIL,214.0,MILIMETER,2016
461,32,JAWA BARAT,CIWULAN-CILAKI,SINGAPARNA,MEI,427.0,MILIMETER,2016
462,32,JAWA BARAT,CIWULAN-CILAKI,SINGAPARNA,JUNI,145.0,MILIMETER,2016
463,32,JAWA BARAT,CIWULAN-CILAKI,SINGAPARNA,JULI,292.0,MILIMETER,2016
464,32,JAWA BARAT,CIWULAN-CILAKI,SINGAPARNA,AGUSTUS,317.0,MILIMETER,2016
465,32,JAWA BARAT,CIWULAN-CILAKI,SINGAPARNA,SEPTEMBER,369.0,MILIMETER,2016
466,32,JAWA BARAT,CIWULAN-CILAKI,SINGAPARNA,OKTOBER,408.0,MILIMETER,2016
467,32,JAWA BARAT,CIWULAN-CILAKI,SINGAPARNA,NOVEMBER,607.0,MILIMETER,2016
468,32,JAWA BARAT,CIWULAN-CILAKI,SINGAPARNA,DESEMBER,86.1,MILIMETER,2016
469,32,JAWA BARAT,CIWULAN-CILAKI,TARAJU,JANUARI,472.0,MILIMETER,2016
470,32,JAWA BARAT,CIWULAN-CILAKI,TARAJU,FEBRUARI,326.0,MILIMETER,2016
471,32,JAWA BARAT,CIWULAN-CILAKI,TARAJU,MARET,462.0,MILIMETER,2016
472,32,JAWA BARAT,CIWULAN-CILAKI,TARAJU,APRIL,410.0,MILIMETER,2016
473,32,JAWA BARAT,CIWULAN-CILAKI,TARAJU,MEI,497.0,MILIMETER,2016
474,32,JAWA BARAT,CIWULAN-CILAKI,TARAJU,JUNI,204.0,MILIMETER,2016
475,32,JAWA BARAT,CIWULAN-CILAKI,TARAJU,JULI,275.0,MILIMETER,2016
476,32,JAWA BARAT,CIWULAN-CILAKI,TARAJU,AGUSTUS,363.0,MILIMETER,2016
477,32,JAWA BARAT,CIWULAN-CILAKI,TARAJU,SEPTEMBER,625.0,MILIMETER,2016
478,32,JAWA BARAT,CIWULAN-CILAKI,TARAJU,OKTOBER,518.0,MILIMETER,2016
479,32,JAWA BARAT,CIWULAN-CILAKI,TARAJU,NOVEMBER,525.0,MILIMETER,2016
480,32,JAWA BARAT,CIWULAN-CILAKI,TARAJU,DESEMBER,197.0,MILIMETER,2016
481,32,JAWA BARAT,CIWULAN-CILAKI,BOJONGGAMBIR,JANUARI,393.0,MILIMETER,2017
482,32,JAWA BARAT,CIWULAN-CILAKI,BOJONGGAMBIR,FEBRUARI,332.0,MILIMETER,2017
483,32,JAWA BARAT,CIWULAN-CILAKI,BOJONGGAMBIR,MARET,404.0,MILIMETER,2017
484,32,JAWA BARAT,CIWULAN-CILAKI,BOJONGGAMBIR,APRIL,41.0,MILIMETER,2017
485,32,JAWA BARAT,CIWULAN-CILAKI,BOJONGGAMBIR,MEI,17.0,MILIMETER,2017
486,32,JAWA BARAT,CIWULAN-CILAKI,BOJONGGAMBIR,JUNI,204.0,MILIMETER,2017
487,32,JAWA BARAT,CIWULAN-CILAKI,BOJONGGAMBIR,JULI,144.0,MILIMETER,2017
488,32,JAWA BARAT,CIWULAN-CILAKI,BOJONGGAMBIR,AGUSTUS,0.0,MILIMETER,2017
489,32,JAWA BARAT,CIWULAN-CILAKI,BOJONGGAMBIR,SEPTEMBER,193.0,MILIMETER,2017
490,32,JAWA BARAT,CIWULAN-CILAKI,BOJONGGAMBIR,OKTOBER,327.0,MILIMETER,2017
491,32,JAWA BARAT,CIWULAN-CILAKI,BOJONGGAMBIR,NOVEMBER,301.0,MILIMETER,2017
492,32,JAWA BARAT,CIWULAN-CILAKI,BOJONGGAMBIR,DESEMBER,79.0,MILIMETER,2017
493,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,JANUARI,271.0,MILIMETER,2017
494,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,FEBRUARI,334.0,MILIMETER,2017
495,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,MARET,408.0,MILIMETER,2017
496,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,APRIL,499.0,MILIMETER,2017
497,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,MEI,199.0,MILIMETER,2017
498,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,JUNI,205.0,MILIMETER,2017
499,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,JULI,177.0,MILIMETER,2017
500,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,AGUSTUS,0.0,MILIMETER,2017
501,32,JAWA BARAT,CIWULAN-CILAKI,BUNGBULANG,SEPTEMBER,117.0,MILIMETER,2017
